sample_id,record_submit_time,sample_holderno,sample_duration,exp_id,exp_name,exp_description,user_id,group_abbr,solvent_abbr,spectrometer_id,spectrometer_name,spectrometer_capacity
80126,25/03/2014 17:45,26,00:00:57,1,proton.a.and,1H Observe  ,197,erk,CDCl3,5,Alec,60
80127,25/03/2014 17:45,26,00:06:29,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,197,erk,CDCl3,5,Alec,60
80128,25/03/2014 17:45,26,00:37:05,21,f19cpd_80ppm.a.and,19F Observe with 1H decoupling - SW 80 ppm,197,erk,CDCl3,5,Alec,60
80133,25/03/2014 17:48,19,00:00:57,1,proton.a.and,1H Observe  ,156,spn,CDCl3,4,Felix,60
80134,25/03/2014 17:48,19,00:53:32,11,c13_udeft.a.and,13C Observe with 1H decoupling - UDEFT,156,spn,CDCl3,4,Felix,60
80135,25/03/2014 17:48,20,00:00:57,1,proton.a.and,1H Observe  ,156,spn,CDCl3,4,Felix,60
80136,25/03/2014 17:48,20,00:53:32,11,c13_udeft.a.and,13C Observe with 1H decoupling - UDEFT,156,spn,CDCl3,4,Felix,60
80137,25/03/2014 17:50,27,00:00:57,1,proton.a.and,1H Observe  ,209,njw,DMSO,5,Alec,60
80138,25/03/2014 17:50,28,00:00:57,1,proton.a.and,1H Observe  ,209,njw,DMSO,5,Alec,60
80139,25/03/2014 17:50,28,00:42:14,10,c13_deptq.a.and,13C Observe with multiplicity editing - DEPTQ,209,njw,DMSO,5,Alec,60
80140,25/03/2014 17:50,28,00:05:35,100,gcosy-DQF.a.and,2D 1H#1H-DQF-COSY (mag. mode),209,njw,DMSO,5,Alec,60
80141,25/03/2014 17:50,28,00:10:32,101,ghsqc-ed.a.and,2D 1H#13C-gs-HSQC with multiplicity editing,209,njw,DMSO,5,Alec,60
80142,25/03/2014 17:50,28,00:32:32,102,ghmbc.a.and,2D 1H#13C-gs-HMBC,209,njw,DMSO,5,Alec,60
80154,25/03/2014 17:53,21,00:00:57,1,proton.a.and,1H Observe  ,181,doh,CDCl3,4,Felix,60
80155,25/03/2014 17:53,21,00:05:35,100,gcosy-DQF.a.and,2D 1H#1H-DQF-COSY (mag. mode),181,doh,CDCl3,4,Felix,60
80156,25/03/2014 17:53,21,00:10:31,101,ghsqc-ed.a.and,2D 1H#13C-gs-HSQC with multiplicity editing,181,doh,CDCl3,4,Felix,60
80157,25/03/2014 17:53,21,00:32:31,102,ghmbc.a.and,2D 1H#13C-gs-HMBC,181,doh,CDCl3,4,Felix,60
80158,25/03/2014 17:53,21,00:42:14,10,c13_deptq.a.and,13C Observe with multiplicity editing - DEPTQ,181,doh,CDCl3,4,Felix,60
80163,25/03/2014 17:56,22,00:53:32,11,c13_udeft.a.and,13C Observe with 1H decoupling - UDEFT,17,ads,CDCl3,4,Felix,60
80164,25/03/2014 17:56,22,00:10:31,101,ghsqc-ed.a.and,2D 1H#13C-gs-HSQC with multiplicity editing,17,ads,CDCl3,4,Felix,60
80165,25/03/2014 17:56,22,00:32:31,102,ghmbc.a.and,2D 1H#13C-gs-HMBC,17,ads,CDCl3,4,Felix,60
80166,25/03/2014 17:56,22,00:00:57,1,proton.a.and,1H Observe  ,17,ads,CDCl3,4,Felix,60
80168,25/03/2014 18:02,23,00:00:57,1,proton.a.and,1H Observe  ,156,spn,C6D6,4,Felix,60
80170,25/03/2014 18:16,31,00:00:57,1,proton.a.and,1H Observe  ,28,doh,CDCl3,5,Alec,60
80173,25/03/2014 18:18,4,00:01:09,1,proton.a.and,1H Observe  ,2,tl,MeOD,1,Noah,60
80174,25/03/2014 18:18,5,00:00:24,30,p31cpd.a.and,31P Observe with 1H decoupling,2,tl,None,1,Noah,60
80176,25/03/2014 18:34,32,00:00:57,1,proton.a.and,1H Observe  ,202,njw,CDCl3,5,Alec,60
80182,25/03/2014 19:00,6,00:01:09,1,proton.a.and,1H Observe  ,200,njw,CDCl3,1,Noah,60
80185,25/03/2014 19:04,24,00:53:32,11,c13_udeft.a.and,13C Observe with 1H decoupling - UDEFT,43,njw,DMSO,4,Felix,60
80186,25/03/2014 19:04,25,00:53:32,11,c13_udeft.a.and,13C Observe with 1H decoupling - UDEFT,43,njw,DMSO,4,Felix,60
80189,25/03/2014 19:26,7,00:01:09,1,proton.a.and,1H Observe  ,188,jhn,DMSO,1,Noah,60
80190,25/03/2014 19:26,8,00:01:09,1,proton.a.and,1H Observe  ,188,jhn,DMSO,1,Noah,60
80196,26/03/2014 07:56,26,00:00:57,1,proton.a.and,1H Observe  ,156,spn,MeOD,4,Felix,60
80199,26/03/2014 09:00,9,00:01:09,1,proton.a.and,1H Observe  ,172,spn,CDCl3,1,Noah,60
